step,row_count,fraud_count,flagged_fraud_count,amount_sum,fraud_amount_sum,fraud_rate,fraud_per_10k,step_day,hour_of_day,period
294,18,18,0,26816796.080000002,26816796.080000002,1.0,10000.0,13,5,Ban đêm
295,10,10,0,13248845.16,13248845.16,1.0,10000.0,13,6,Ban ngày
296,22,22,0,49873410.0,49873410.0,1.0,10000.0,13,7,Ban ngày
297,20609,8,0,6011228116.56,21773282.1,0.00038817992139356593,3.8817992139356594,13,8,Ban ngày
298,29579,4,0,9417978632.75,1056147.6400000001,0.00013523107610128807,1.3523107610128806,13,9,Ban ngày
299,31940,10,0,8851568808.7,18177885.16,0.00031308703819661864,3.1308703819661865,13,10,Ban ngày
300,31176,8,0,9602057363.44,4018601.34,0.00025660764690787786,2.5660764690787787,13,11,Ban ngày
301,30881,4,0,8875641423.12,982780.02,0.00012952948414882937,1.2952948414882937,13,12,Ban ngày
302,29127,8,0,9284963497.21,6953199.08,0.00027465925086689325,2.7465925086689325,13,13,Ban ngày
303,24714,14,0,11724714959.12,54740384.019999996,0.0005664805373472526,5.664805373472526,13,14,Ban ngày
304,26697,2,0,24963550343.94,93322.06,7.491478443270779e-05,0.7491478443270779,13,15,Ban ngày
305,34595,14,0,19005246565.95,32659392.48,0.0004046827576239341,4.046827576239341,13,16,Ban ngày
306,43615,12,0,7955426526.72,35662272.06,0.00027513470136420956,2.7513470136420954,13,17,Ban ngày
307,46968,16,0,8512005039.48,12989631.26,0.00034065746891500596,3.4065746891500597,13,18,Ban ngày
308,36983,6,0,6343967072.68,14538037.96,0.00016223670335018792,1.6223670335018792,13,19,Ban ngày
309,15147,8,0,2901153885.82,11659187.959999999,0.0005281573909024889,5.281573909024889,13,20,Ban ngày
310,11393,10,0,2351222355.06,23218952.34,0.0008777319406653208,8.777319406653207,13,21,Ban ngày
311,9863,16,0,1843736745.94,39444125.2,0.0016222244753117713,16.222244753117714,13,22,Ban đêm
312,3266,10,0,622626160.82,34880894.24,0.003061849357011635,30.61849357011635,13,23,Ban đêm
313,1305,10,0,264148736.08,19921696.54,0.007662835249042145,76.62835249042145,14,0,Ban đêm
314,512,6,0,70940145.76,6630956.119999999,0.01171875,117.1875,14,1,Ban đêm
315,12,12,0,33201719.299999997,33201719.299999997,1.0,10000.0,14,2,Ban đêm
316,12,12,0,9279425.26,9279425.26,1.0,10000.0,14,3,Ban đêm
317,20,20,0,6354087.94,6354087.94,1.0,10000.0,14,4,Ban đêm
318,6,6,0,3384709.38,3384709.38,1.0,10000.0,14,5,Ban đêm
319,8,8,0,12220382.46,12220382.46,1.0,10000.0,14,6,Ban ngày
320,14,14,0,20764447.78,20764447.78,1.0,10000.0,14,7,Ban ngày
321,17768,8,0,4616167707.85,2283118.3,0.00045024763619990995,4.5024763619991,14,8,Ban ngày
322,27147,16,0,7614594107.81,29436549.02,0.0005893837256418758,5.893837256418758,14,9,Ban ngày
323,29884,10,0,7861111520.1,17893241.94,0.00033462722527104807,3.3462722527104805,14,10,Ban ngày
324,29430,10,0,7306624172.49,2447231.64,0.0003397893306150187,3.3978933061501873,14,11,Ban ngày
325,27901,10,0,7416314396.780001,4589819.58,0.00035841009282821406,3.5841009282821408,14,12,Ban ngày
326,26655,14,0,8548289956.85,18064958.32,0.0005252297880322641,5.252297880322641,14,13,Ban ngày
327,25183,10,0,14324072141.33,4917316.84,0.0003970932772108168,3.970932772108168,14,14,Ban ngày
328,26877,18,0,11647709104.03,13961667.54,0.0006697176024109834,6.697176024109834,14,15,Ban ngày
329,32161,6,0,6102660553.07,7946794.399999999,0.00018656136314169336,1.8656136314169336,14,16,Ban ngày
330,36682,10,0,5933645454.24,20703812.82,0.0002726132708140232,2.7261327081402325,14,17,Ban ngày
331,40186,6,0,6407948389.01,1960817.9000000001,0.00014930572836311154,1.4930572836311153,14,18,Ban ngày
332,36156,6,0,5232580956.62,1205647.3399999999,0.00016594756057085962,1.6594756057085962,14,19,Ban ngày
333,14553,8,0,2519375123.84,9126924.7,0.0005497148354291211,5.497148354291212,14,20,Ban ngày
334,12016,4,0,1965439321.87,3053286.3600000003,0.00033288948069241014,3.3288948069241013,14,21,Ban ngày
335,10456,4,0,1650698226.65,4438239.3,0.00038255547054322876,3.8255547054322876,14,22,Ban đêm
336,2932,18,0,469835508.28,20084983.14,0.006139154160982265,61.391541609822646,14,23,Ban đêm
337,320,10,0,37511725.73,3844385.02,0.03125,312.5,15,0,Ban đêm
338,529,4,0,54096226.839999996,525566.9,0.007561436672967864,75.61436672967864,15,1,Ban đêm
339,10,10,0,4839777.76,4839777.76,1.0,10000.0,15,2,Ban đêm
340,10,10,0,20576578.259999998,20576578.259999998,1.0,10000.0,15,3,Ban đêm
341,10,10,0,9681273.68,9681273.68,1.0,10000.0,15,4,Ban đêm
342,14,14,0,2872763.5,2872763.5,1.0,10000.0,15,5,Ban đêm
343,12,12,0,5299923.58,5299923.58,1.0,10000.0,15,6,Ban ngày
344,6,6,0,5246154.58,5246154.58,1.0,10000.0,15,7,Ban ngày
345,14670,12,0,3775109118.91,20934275.32,0.0008179959100204499,8.1799591002045,15,8,Ban ngày
346,26073,6,0,5826660716.37,4402671.54,0.00023012311586698885,2.3012311586698884,15,9,Ban ngày
347,30222,0,0,6964456131.76,0.0,0.0,0.0,15,10,Ban ngày
348,29467,8,0,7929207505.03,15822348.14,0.00027149014151423625,2.7149014151423625,15,11,Ban ngày
349,29552,18,0,5701716349.72,16963849.96,0.0006090958310774228,6.090958310774228,15,12,Ban ngày
350,28245,14,0,5640295178.53,22398150.3,0.0004956629491945477,4.956629491945478,15,13,Ban ngày
351,26927,18,0,5172213957.19,58087887.92,0.0006684740223567423,6.684740223567423,15,14,Ban ngày
352,27139,16,0,5047833554.76,26279377.32,0.0005895574634290136,5.895574634290136,15,15,Ban ngày
353,30420,8,0,6779388634.990001,2604863.18,0.00026298487836949375,2.6298487836949374,15,16,Ban ngày
354,40696,12,0,6965215256.25,40189013.440000005,0.00029486927462158444,2.9486927462158445,15,17,Ban ngày
355,44787,8,0,7234253609.7,19713220.86,0.00017862326121419162,1.7862326121419163,15,18,Ban ngày
356,33528,6,0,4693535568.26,12634652.5,0.00017895490336435218,1.7895490336435218,15,19,Ban ngày
357,15096,18,0,2291105832.49,37906720.7,0.0011923688394276629,11.92368839427663,15,20,Ban ngày
358,12050,10,0,1754502433.76,15686899.100000001,0.0008298755186721991,8.29875518672199,15,21,Ban ngày
359,7991,12,0,1081719923.47,39518536.68,0.0015016894005756476,15.016894005756475,15,22,Ban đêm
360,3508,8,0,475026460.95,3961920.48,0.002280501710376283,22.80501710376283,15,23,Ban đêm
361,1441,14,0,170127306.87,16033101.22,0.009715475364330326,97.15475364330325,16,0,Ban đêm
362,504,20,0,120469553.48,48496708.88,0.03968253968253968,396.8253968253968,16,1,Ban đêm
363,14,14,0,38027813.68,38027813.68,1.0,10000.0,16,2,Ban đêm
364,6,6,0,7708375.62,7708375.62,1.0,10000.0,16,3,Ban đêm
365,14,14,0,18737996.099999998,18737996.099999998,1.0,10000.0,16,4,Ban đêm
366,10,10,0,23250735.88,23250735.88,1.0,10000.0,16,5,Ban đêm
367,14,14,0,6965470.32,6965470.32,1.0,10000.0,16,6,Ban ngày
368,6,6,0,2900938.6799999997,2900938.6799999997,1.0,10000.0,16,7,Ban ngày
369,14490,6,0,3283341857.45,3991442.66,0.00041407867494824016,4.140786749482402,16,8,Ban ngày
370,25429,18,0,6337254252.83,34645062.04,0.0007078532384285658,7.078532384285658,16,9,Ban ngày
371,28388,6,0,5968864151.18,782237.24,0.00021135691137100183,2.1135691137100183,16,10,Ban ngày
372,29515,8,0,5506549073.95,17538141.439999998,0.0002710486193460952,2.710486193460952,16,11,Ban ngày
373,28853,12,0,5407533849.39,10628683.059999999,0.00041590129275985167,4.159012927598517,16,12,Ban ngày
374,27727,14,0,5003598395.76,6580875.16,0.0005049229992426155,5.049229992426155,16,13,Ban ngày
375,26103,10,0,5510846318.73,3993252.86,0.0003830977282304716,3.830977282304716,16,14,Ban ngày
376,20122,4,0,6138973352.87,1394313.8399999999,0.00019878739687903787,1.9878739687903788,16,15,Ban ngày
377,18183,10,0,2963739223.12,7689896.100000001,0.000549964252323599,5.49964252323599,16,16,Ban ngày
378,37127,4,0,5531479167.98,761155.06,0.00010773830366040886,1.0773830366040886,16,17,Ban ngày
379,41759,16,0,5847754144.07,33623050.92,0.00038315093752245026,3.8315093752245026,16,18,Ban ngày
380,37693,14,0,4803245990.13,9165065.98,0.00037142174939643963,3.714217493964396,16,19,Ban ngày
381,14961,4,0,2043308095.19,1612277.42,0.0002673618073658178,2.673618073658178,16,20,Ban ngày
382,11829,8,0,1657430074.48,7264385.28,0.0006763039986473921,6.76303998647392,16,21,Ban ngày
383,7818,14,0,1055020916.85,28672487.98,0.0017907393195190585,17.907393195190586,16,22,Ban đêm
384,3588,6,0,443414417.79,5135667.38,0.0016722408026755853,16.722408026755854,16,23,Ban đêm
385,1419,8,0,142296140.07,5466976.74,0.005637773079633545,56.37773079633545,17,0,Ban đêm
386,633,16,0,131912135.28,63679949.18,0.02527646129541864,252.76461295418642,17,1,Ban đêm
387,28,28,1,147237648.39,147237648.39,1.0,10000.0,17,2,Ban đêm
388,18,18,0,34064057.06,34064057.06,1.0,10000.0,17,3,Ban đêm
389,10,10,0,25595859.9,25595859.9,1.0,10000.0,17,4,Ban đêm
390,12,12,0,17235988.42,17235988.42,1.0,10000.0,17,5,Ban đêm
391,12,12,0,13642966.84,13642966.84,1.0,10000.0,17,6,Ban ngày
392,10,10,0,7935358.76,7935358.76,1.0,10000.0,17,7,Ban ngày
393,19269,4,0,4577025882.6,1446315.5,0.00020758731641496705,2.0758731641496704,17,8,Ban ngày
394,28959,10,0,6433780283.85,10113828.52,0.00034531579129113576,3.4531579129113577,17,9,Ban ngày
395,22797,8,0,3912610392.82,943692.4,0.00035092336710970743,3.5092336710970744,17,10,Ban ngày
396,34075,8,0,6436763739.34,8061487.48,0.00023477622890682317,2.347762289068232,17,11,Ban ngày
397,30348,10,0,5915512509.77,5677026.32,0.0003295110056675893,3.2951100566758926,17,12,Ban ngày
398,26656,26,0,5024591202.61,92473491.98,0.0009753901560624249,9.75390156062425,17,13,Ban ngày
399,30223,12,0,5917459225.070001,6605265.34,0.00039704860536677363,3.970486053667736,17,14,Ban ngày
400,30910,16,0,5608205263.28,24421400.84,0.000517631834357813,5.176318343578131,17,15,Ban ngày
401,33468,16,0,5718920109.12,28081650.36,0.0004780686028445082,4.780686028445082,17,16,Ban ngày
402,40218,12,0,6596385476.64,14220007.74,0.0002983738624496494,2.983738624496494,17,17,Ban ngày
403,45155,16,0,6746761157.95,12681871.74,0.00035433506809877093,3.543350680987709,17,18,Ban ngày
404,36726,18,0,4862065083.49,30981834.22,0.000490115994118608,4.90115994118608,17,19,Ban ngày
405,16604,10,0,2252761583.91,27711647.6,0.0006022645145748012,6.022645145748012,17,20,Ban ngày
406,12023,24,0,1737107629.18,45330435.22,0.001996173999833652,19.96173999833652,17,21,Ban ngày
407,7937,6,0,970894107.08,4892724.1,0.0007559531309058839,7.559531309058839,17,22,Ban đêm
408,8256,10,0,1019370201.37,8426965.5,0.0012112403100775194,12.112403100775193,17,23,Ban đêm
409,483,20,0,124249603.63,74544759.32,0.041407867494824016,414.0786749482402,18,0,Ban đêm
410,20,20,0,28815915.8,28815915.8,1.0,10000.0,18,1,Ban đêm
411,16,16,0,44434467.26,44434467.26,1.0,10000.0,18,2,Ban đêm
412,8,8,0,6931488.54,6931488.54,1.0,10000.0,18,3,Ban đêm
413,289,14,0,56035634.04,20718110.18,0.04844290657439446,484.42906574394465,18,4,Ban đêm
414,16,16,0,40395346.04,40395346.04,1.0,10000.0,18,5,Ban đêm
415,16,16,0,11738866.76,11738866.76,1.0,10000.0,18,6,Ban ngày
416,2182,8,0,345168018.54,26252103.96,0.0036663611365719525,36.663611365719525,18,7,Ban ngày
417,6,6,0,6632519.28,6632519.28,1.0,10000.0,18,8,Ban ngày
418,6,6,0,2758272.86,2758272.86,1.0,10000.0,18,9,Ban ngày
419,1257,10,0,193638577.05,8577308.84,0.007955449482895784,79.55449482895784,18,10,Ban ngày
420,2620,12,0,516175683.2,6214993.72,0.004580152671755725,45.80152671755725,18,11,Ban ngày
421,14,14,0,54903247.38,54903247.38,1.0,10000.0,18,12,Ban ngày
422,1259,10,0,243906571.78,10364365.48,0.007942811755361398,79.42811755361397,18,13,Ban ngày
423,766,6,0,121423443.11,8384347.359999999,0.007832898172323759,78.32898172323759,18,14,Ban ngày
424,14,14,0,23591968.12,23591968.12,1.0,10000.0,18,15,Ban ngày
425,28,28,2,110298471.23,110298471.23,1.0,10000.0,18,16,Ban ngày
426,5139,2,0,888380417.6899999,199608.42,0.0003891807744697412,3.891807744697412,18,17,Ban ngày
427,14,14,0,22280093.62,22280093.62,1.0,10000.0,18,18,Ban ngày
428,2792,6,0,369181208.02,6429529.819999999,0.002148997134670487,21.48997134670487,18,19,Ban ngày
429,2357,4,0,306539468.2,2305809.1799999997,0.0016970725498515061,16.970725498515062,18,20,Ban ngày
430,8,8,0,13356935.2,13356935.2,1.0,10000.0,18,21,Ban ngày
431,1685,6,0,176579531.52,10421929.52,0.0035608308605341245,35.60830860534124,18,22,Ban đêm
432,4,4,0,4115551.48,4115551.48,1.0,10000.0,18,23,Ban đêm
433,6,6,0,3740353.9,3740353.9,1.0,10000.0,19,0,Ban đêm
434,8,8,0,15066379.4,15066379.4,1.0,10000.0,19,1,Ban đêm
435,4,4,0,3018541.02,3018541.02,1.0,10000.0,19,2,Ban đêm
436,248,16,0,57243868.85,21208459.54,0.06451612903225806,645.1612903225806,19,3,Ban đêm
437,16,16,0,24046445.4,24046445.4,1.0,10000.0,19,4,Ban đêm
438,12,12,0,13988340.3,13988340.3,1.0,10000.0,19,5,Ban đêm
439,883,12,0,90178693.02,16647703.4,0.013590033975084938,135.90033975084938,19,6,Ban ngày
440,18,18,0,106424896.32,106424896.32,1.0,10000.0,19,7,Ban ngày
441,10,10,0,16704956.4,16704956.4,1.0,10000.0,19,8,Ban ngày
442,1222,12,0,150273831.39,9302089.46,0.009819967266775777,98.19967266775778,19,9,Ban ngày
443,10,10,0,9883266.22,9883266.22,1.0,10000.0,19,10,Ban ngày
444,20,20,0,55929981.0,55929981.0,1.0,10000.0,19,11,Ban ngày
445,64,6,0,20604103.080000002,4902393.819999999,0.09375,937.5,19,12,Ban ngày
446,12,12,0,23247205.759999998,23247205.759999998,1.0,10000.0,19,13,Ban ngày
447,10,10,0,17027129.52,17027129.52,1.0,10000.0,19,14,Ban ngày
448,2548,6,0,382255817.02,1632367.56,0.002354788069073783,23.54788069073783,19,15,Ban ngày
449,1194,6,0,168249336.65,4532597.78,0.005025125628140704,50.25125628140704,19,16,Ban ngày
450,16,16,0,42903268.1,42903268.1,1.0,10000.0,19,17,Ban ngày
451,3751,4,0,523928034.91,969917.34,0.0010663822980538523,10.663822980538523,19,18,Ban ngày
452,308,10,0,62669683.02,19262284.76,0.032467532467532464,324.67532467532465,19,19,Ban ngày
453,59,8,0,20125779.259999998,8635021.62,0.13559322033898305,1355.9322033898304,19,20,Ban ngày
454,39,6,0,13318758.34,3710927.5999999996,0.15384615384615385,1538.4615384615386,19,21,Ban ngày
455,824,10,0,84116910.54,5993693.9399999995,0.012135922330097087,121.35922330097087,19,22,Ban đêm
456,18,18,0,31949963.72,31949963.72,1.0,10000.0,19,23,Ban đêm
457,10,10,0,4996140.54,4996140.54,1.0,10000.0,20,0,Ban đêm
458,438,6,0,40738860.82,893009.56,0.0136986301369863,136.986301369863,20,1,Ban đêm
459,8,8,0,2962101.96,2962101.96,1.0,10000.0,20,2,Ban đêm
460,59,16,0,21889297.82,11378803.299999999,0.2711864406779661,2711.864406779661,20,3,Ban đêm
461,83,16,0,38674234.93,22101413.28,0.1927710843373494,1927.710843373494,20,4,Ban đêm
462,16,16,0,12933930.56,12933930.56,1.0,10000.0,20,5,Ban đêm
463,10,10,0,15575691.76,15575691.76,1.0,10000.0,20,6,Ban ngày
464,16,16,0,19647849.88,19647849.88,1.0,10000.0,20,7,Ban ngày
465,12,12,0,20195821.5,20195821.5,1.0,10000.0,20,8,Ban ngày
466,984,6,0,165540424.33,9399477.28,0.006097560975609756,60.97560975609756,20,9,Ban ngày
467,12,12,0,6673898.26,6673898.26,1.0,10000.0,20,10,Ban ngày
468,12,12,0,8427756.38,8427756.38,1.0,10000.0,20,11,Ban ngày
469,6016,8,0,1128548350.45,42293650.88,0.0013297872340425532,13.297872340425531,20,12,Ban ngày
470,12,12,0,13929861.700000001,13929861.700000001,1.0,10000.0,20,13,Ban ngày
471,2620,2,0,479065942.25,1008689.86,0.0007633587786259542,7.633587786259542,20,14,Ban ngày
472,84,8,0,50577039.29,8088190.96,0.09523809523809523,952.3809523809523,20,15,Ban ngày
473,10,10,0,1423133.56,1423133.56,1.0,10000.0,20,16,Ban ngày
474,2728,8,0,578338723.62,5804368.640000001,0.002932551319648094,29.325513196480937,20,17,Ban ngày
475,14,14,0,4167837.46,4167837.46,1.0,10000.0,20,18,Ban ngày
476,3755,8,0,593405934.91,3306848.02,0.0021304926764314247,21.304926764314246,20,19,Ban ngày
477,10,10,0,38321192.76,38321192.76,1.0,10000.0,20,20,Ban ngày
478,1908,6,0,249631132.25,6270376.16,0.0031446540880503146,31.446540880503147,20,21,Ban ngày
479,904,4,0,98762802.43,14938025.34,0.004424778761061947,44.24778761061947,20,22,Ban đêm
480,6,6,0,1945259.1,1945259.1,1.0,10000.0,20,23,Ban đêm
481,14,14,0,7476067.6,7476067.6,1.0,10000.0,21,0,Ban đêm
482,16,16,0,7618253.760000001,7618253.760000001,1.0,10000.0,21,1,Ban đêm
483,317,8,0,63937791.88,23227580.96,0.025236593059936908,252.36593059936908,21,2,Ban đêm
484,6,6,0,501135.22,501135.22,1.0,10000.0,21,3,Ban đêm
485,12,12,0,16670389.879999999,16670389.879999999,1.0,10000.0,21,4,Ban đêm
486,8,8,0,12307851.5,12307851.5,1.0,10000.0,21,5,Ban đêm
487,912,14,0,112818882.03,12065199.46,0.015350877192982455,153.50877192982455,21,6,Ban ngày
488,8,8,0,11535648.86,11535648.86,1.0,10000.0,21,7,Ban ngày
489,14,14,0,20060606.22,20060606.22,1.0,10000.0,21,8,Ban ngày
490,3820,10,0,770912131.67,16292525.02,0.002617801047120419,26.17801047120419,21,9,Ban ngày
491,12,12,0,9649155.4,9649155.4,1.0,10000.0,21,10,Ban ngày
492,5119,6,0,1172822465.1299999,8415432.2,0.001172103926548154,11.72103926548154,21,11,Ban ngày
493,1819,8,0,422340538.14,5063603.26,0.0043980208905992305,43.980208905992306,21,12,Ban ngày
494,8,8,0,22656512.98,22656512.98,1.0,10000.0,21,13,Ban ngày
495,3256,16,0,722693286.4,10287047.48,0.004914004914004914,49.140049140049136,21,14,Ban ngày
496,873,6,0,162350118.6,1942097.0199999998,0.006872852233676976,68.72852233676976,21,15,Ban ngày
497,20,20,0,44196804.32,44196804.32,1.0,10000.0,21,16,Ban ngày
498,12,12,0,42134942.8,42134942.8,1.0,10000.0,21,17,Ban ngày
499,10,10,0,3823494.9,3823494.9,1.0,10000.0,21,18,Ban ngày
500,6108,4,0,881206032.83,1905605.74,0.0006548788474132286,6.5487884741322855,21,19,Ban ngày
501,28,28,0,79614672.48,79614672.48,1.0,10000.0,21,20,Ban ngày
502,313,12,0,56704614.49,15705844.42,0.038338658146964855,383.38658146964855,21,21,Ban ngày
503,1878,10,0,186350409.67,6032632.26,0.005324813631522897,53.24813631522897,21,22,Ban đêm
504,10,10,0,10039514.88,10039514.88,1.0,10000.0,21,23,Ban đêm
505,936,8,0,98603049.61,21058718.759999998,0.008547008547008548,85.47008547008548,22,0,Ban đêm
506,8,8,0,37329805.019999996,37329805.019999996,1.0,10000.0,22,1,Ban đêm
507,14,14,0,42107207.22,42107207.22,1.0,10000.0,22,2,Ban đêm
508,6,6,0,1907268.1600000001,1907268.1600000001,1.0,10000.0,22,3,Ban đêm
509,288,14,0,48899871.07,11324703.2,0.04861111111111111,486.11111111111114,22,4,Ban đêm
510,10,10,0,16351972.12,16351972.12,1.0,10000.0,22,5,Ban đêm
511,6,6,0,3040983.82,3040983.82,1.0,10000.0,22,6,Ban ngày
512,12,12,0,24542548.84,24542548.84,1.0,10000.0,22,7,Ban ngày
513,10,10,0,4352810.34,4352810.34,1.0,10000.0,22,8,Ban ngày
514,8733,14,0,1999273152.65,40748411.74,0.0016031146226955226,16.031146226955226,22,9,Ban ngày
515,6,6,0,854962.98,854962.98,1.0,10000.0,22,10,Ban ngày
516,14,14,0,49316030.56,49316030.56,1.0,10000.0,22,11,Ban ngày
517,1391,6,0,233099715.33,12496902.06,0.004313443565780014,43.13443565780014,22,12,Ban ngày
518,3488,8,0,649922857.86,3050474.42,0.0022935779816513763,22.93577981651376,22,13,Ban ngày
519,12,12,0,5862921.82,5862921.82,1.0,10000.0,22,14,Ban ngày
520,3037,12,0,589367419.26,27593733.060000002,0.003951267698386566,39.51267698386566,22,15,Ban ngày
521,14,14,0,11945989.74,11945989.74,1.0,10000.0,22,16,Ban ngày
522,18631,14,0,3670726387.08,8446983.32,0.0007514357790778809,7.514357790778809,22,17,Ban ngày
523,30,30,0,69540142.4,69540142.4,1.0,10000.0,22,18,Ban ngày
524,2664,4,0,367784058.74,1177079.38,0.0015015015015015015,15.015015015015015,22,19,Ban ngày
525,8023,2,0,956470572.52,406561.7,0.0002492833104823632,2.492833104823632,22,20,Ban ngày
526,2470,12,0,272760266.42,3828632.44,0.004858299595141701,48.582995951417004,22,21,Ban ngày
527,2697,6,0,275898931.96,2359661.44,0.002224694104560623,22.246941045606228,22,22,Ban đêm
528,937,14,0,85319692.74,9174137.6,0.014941302027748132,149.4130202774813,22,23,Ban đêm
529,33,6,0,15241906.52,9704061.72,0.18181818181818182,1818.1818181818182,23,0,Ban đêm
530,409,8,0,54769365.81,1909485.46,0.019559902200488997,195.59902200488997,23,1,Ban đêm
531,250,14,0,57770528.47,24268797.38,0.056,560.0,23,2,Ban đêm
532,95,6,0,13926809.05,2153727.2,0.06315789473684211,631.578947368421,23,3,Ban đêm
533,12,12,0,13069443.860000001,13069443.860000001,1.0,10000.0,23,4,Ban đêm
534,531,12,0,52014715.13,7342713.119999999,0.022598870056497175,225.98870056497174,23,5,Ban đêm
535,6,6,0,2535105.66,2535105.66,1.0,10000.0,23,6,Ban ngày
536,12,12,0,7342744.3,7342744.3,1.0,10000.0,23,7,Ban ngày
537,18,18,0,7191162.739999999,7191162.739999999,1.0,10000.0,23,8,Ban ngày
538,3120,10,0,803923598.25,10044400.879999999,0.003205128205128205,32.05128205128205,23,9,Ban ngày
539,4,4,0,556966.14,556966.14,1.0,10000.0,23,10,Ban ngày
540,5476,6,0,1069628453.07,12079249.28,0.001095690284879474,10.95690284879474,23,11,Ban ngày
541,12,12,0,43310664.08,43310664.08,1.0,10000.0,23,12,Ban ngày
542,4475,10,0,763897085.02,29204338.759999998,0.0022346368715083797,22.3463687150838,23,13,Ban ngày
543,6,6,0,5380517.8,5380517.8,1.0,10000.0,23,14,Ban ngày
544,9358,6,0,1644902213.31,1236278.56,0.0006411626415900834,6.411626415900834,23,15,Ban ngày
545,3562,0,0,545060662.95,0.0,0.0,0.0,23,16,Ban ngày
546,7771,10,0,1169423725.34,4795830.98,0.0012868356710848024,12.868356710848024,23,17,Ban ngày
547,2261,8,0,359716407.21999997,4434989.96,0.0035382574082264487,35.38257408226449,23,18,Ban ngày
548,5689,2,0,703318157.58,252863.22,0.0003515556336790297,3.515556336790297,23,19,Ban ngày
549,642,12,0,61541864.88,7619342.16,0.018691588785046728,186.91588785046727,23,20,Ban ngày
550,4804,8,0,552312295.48,4124627.66,0.0016652789342214821,16.65278934221482,23,21,Ban ngày
551,949,18,0,98573979.62,17884531.28,0.018967334035827187,189.67334035827187,23,22,Ban đêm
552,1517,10,0,149337625.67,2947529.8,0.0065919578114700065,65.91957811470006,23,23,Ban đêm
553,8,8,0,4677417.0,4677417.0,1.0,10000.0,24,0,Ban đêm
554,18,18,1,85876715.24,85876715.24,1.0,10000.0,24,1,Ban đêm
555,144,6,0,23050207.14,6721842.34,0.041666666666666664,416.66666666666663,24,2,Ban đêm
556,6,6,0,3120878.82,3120878.82,1.0,10000.0,24,3,Ban đêm
557,20,20,0,19343563.1,19343563.1,1.0,10000.0,24,4,Ban đêm
558,14,14,0,8472680.219999999,8472680.219999999,1.0,10000.0,24,5,Ban đêm
559,10,10,0,8614436.24,8614436.24,1.0,10000.0,24,6,Ban ngày
560,10,10,0,4471218.4399999995,4471218.4399999995,1.0,10000.0,24,7,Ban ngày
561,16,16,0,17311068.86,17311068.86,1.0,10000.0,24,8,Ban ngày
562,10,10,0,34103614.62,34103614.62,1.0,10000.0,24,9,Ban ngày
563,3284,18,0,680900659.41,20796743.88,0.0054811205846528625,54.81120584652862,24,10,Ban ngày
564,3546,16,0,593339197.85,26232148.2,0.0045121263395375075,45.121263395375074,24,11,Ban ngày
565,5425,12,0,929420893.75,5967014.640000001,0.0022119815668202765,22.119815668202765,24,12,Ban ngày
566,1421,6,0,210434744.41,4594090.44,0.00422237860661506,42.2237860661506,24,13,Ban ngày
567,4356,10,0,692432804.61,8070082.08,0.002295684113865932,22.95684113865932,24,14,Ban ngày
568,14,14,0,21012595.98,21012595.98,1.0,10000.0,24,15,Ban ngày
569,1182,14,0,196460391.21,7014615.58,0.011844331641285956,118.44331641285956,24,16,Ban ngày
570,1965,10,0,290204523.94,10183582.02,0.005089058524173028,50.890585241730285,24,17,Ban ngày
571,4256,10,0,637073127.54,9214729.6,0.002349624060150376,23.496240601503757,24,18,Ban ngày
572,18,18,0,11261178.0,11261178.0,1.0,10000.0,24,19,Ban ngày
573,3487,8,0,389848074.51,4754931.4799999995,0.002294235732721537,22.94235732721537,24,20,Ban ngày
574,2614,4,0,295795973.7,229978.88,0.001530221882172915,15.30221882172915,24,21,Ban ngày
575,8,8,0,4362409.58,4362409.58,1.0,10000.0,24,22,Ban đêm
576,877,14,0,81920995.88,8083706.5,0.01596351197263398,159.6351197263398,24,23,Ban đêm
577,364,12,0,45191071.07,7649463.0,0.03296703296703297,329.6703296703297,25,0,Ban đêm
578,269,20,0,59022160.44,27473589.36,0.07434944237918216,743.4944237918216,25,1,Ban đêm
579,12,12,0,13391113.62,13391113.62,1.0,10000.0,25,2,Ban đêm
580,58,10,0,16815292.89,9555883.06,0.1724137931034483,1724.1379310344828,25,3,Ban đêm
581,10,10,0,8109043.62,8109043.62,1.0,10000.0,25,4,Ban đêm
582,775,16,0,68649688.11,21844050.46,0.02064516129032258,206.4516129032258,25,5,Ban đêm
583,16,16,0,12437199.9,12437199.9,1.0,10000.0,25,6,Ban ngày
584,281,8,0,42427857.93,6072941.66,0.028469750889679714,284.69750889679716,25,7,Ban ngày
585,2047,6,0,299768066.48,20111176.74,0.0029311187103077674,29.311187103077675,25,8,Ban ngày
586,1581,12,1,317120822.11,66008957.06,0.007590132827324478,75.90132827324479,25,9,Ban ngày
587,2740,6,0,543681227.43,5046226.1,0.0021897810218978104,21.897810218978105,25,10,Ban ngày
588,4894,12,0,775258607.31,8179716.16,0.002451982018798529,24.51982018798529,25,11,Ban ngày
589,6245,2,0,1070599526.98,328593.7,0.0003202562049639712,3.202562049639712,25,12,Ban ngày
590,6584,8,0,1141494285.49,7195791.4399999995,0.001215066828675577,12.15066828675577,25,13,Ban ngày
591,57,12,0,23057518.83,16978495.52,0.21052631578947367,2105.2631578947367,25,14,Ban ngày
592,5373,10,0,898961370.63,7906739.48,0.0018611576400521124,18.611576400521123,25,15,Ban ngày
593,4,4,0,795846.68,795846.68,1.0,10000.0,25,16,Ban ngày
